Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
295.0,316.0,103.0,3.0,2.4408162688712,1.8217046516582005,8.154134101824228,0.0,0.6248961047049355
375.0,315.0,105.0,1.0,1.8790514013664583,2.761105621546834,7.744349124627247,0.0,0.3513488807660785
354.0,301.0,102.0,3.0,3.4319367134885765,2.546785785268042,8.221198149734349,0.0,0.616849702512205
397.0,325.0,106.0,4.0,2.9169586618925964,3.65879167385041,9.1145033316262,1.0,0.8607789340524259
195.0,317.0,108.0,4.0,3.6240872006788103,3.00697919146761,8.877472892103164,1.0,0.7534718504221355
41.0,308.0,109.0,2.0,3.5802274360315423,2.9561566683863,8.084798023852413,1.0,0.4582469413668488
156.0,309.0,108.0,3.0,3.039909903336135,3.169525566140755,8.612041372560357,0.0,0.7547099651664396
121.0,334.0,117.0,4.0,5.0,5.0,9.32760822781567,1.0,0.9237932793421476
338.0,331.0,117.0,4.0,5.0,5.0,9.5499892589145,0.0,0.933917764538014
66.0,325.0,111.0,3.0,3.5577823544858718,3.47115166985311,8.973893807986194,1.0,0.5651318944939558
338.0,332.0,119.0,4.0,4.800934573768384,4.936702567412968,9.514762480015088,0.0,0.9416976005700624
156.0,312.0,109.0,3.0,2.968130714528752,2.990338361679568,8.68492868449457,0.0,0.7570394447537862
234.0,305.0,102.0,1.0,2.423292174182325,3.4464196140772,8.219490159886101,0.0,0.6632181511957561
97.0,306.0,100.0,1.0,2.8229486644296227,3.214599537738591,8.239725968068914,1.0,0.4696351839105616
389.0,298.0,95.0,3.0,1.57178816908676,1.8779921452644284,7.955087925394339,0.0,0.5058546441580948
366.0,331.0,112.0,3.0,4.383013444581937,3.0437911433333675,9.28715379017677,0.0,0.8741005988283478
217.0,323.0,112.0,3.0,4.39314381743878,4.41378350254993,9.324696331041846,0.0,0.9156879263954028
409.0,296.0,100.0,4.0,1.9471581801036493,4.084972026511751,7.626851850645131,1.0,0.605805584888729
194.0,334.0,119.0,5.0,4.511253557138187,5.0,9.688050367801358,1.0,0.91560863795443
251.0,319.0,104.0,4.0,2.8486220625229,2.408605381984911,8.503456808026879,1.0,0.722325463581136
175.0,320.0,110.0,3.0,4.018528869797757,4.081503144877958,9.044477152280518,0.0,0.8255005803777176
255.0,321.0,113.0,4.0,4.182707317615122,5.0,9.302954705245115,0.0,0.8696985175350641
269.0,325.0,113.0,3.0,4.618708143550801,5.0,9.20272752624756,0.0,0.8288700186759597
339.0,321.0,108.0,4.0,4.062047773775993,4.059179241283926,9.03634637868313,1.0,0.8041371757100146
13.0,328.0,112.0,4.0,3.989939523125663,4.405466370198322,9.149763944592616,0.0,0.7594751877970672
10.0,321.0,109.0,3.0,3.450333274845766,3.026818924016486,8.689639891023948,0.0,0.4458910838561554
401.0,302.0,98.0,1.0,3.456839490397044,3.1038599379144847,8.268762351089881,1.0,0.6367190907553381
402.0,315.0,104.0,1.0,3.0806170756325777,3.1126012207428198,8.200797846752186,0.0,0.6261593726806025
132.0,302.0,103.0,5.0,5.0,4.356463452349021,8.674725415720559,0.0,0.7465394127617028
376.0,304.0,100.0,3.0,2.0383242635226884,2.4198556989707583,7.706254180750402,1.0,0.3615972346634326
302.0,317.0,107.0,3.0,2.5164959867470382,3.024002621169513,8.811094613203243,0.0,0.643461220172339
443.0,331.0,116.0,4.0,4.507571414301159,4.4114762633281845,9.43658921657982,1.0,0.9557414711004956
106.0,317.0,110.0,4.0,4.181636086910238,4.539355606739082,8.715290605195696,0.0,0.7182915457517892
297.0,308.0,106.0,3.0,3.5671596190329256,3.2288052995666146,8.737034148936445,0.0,0.7503839666527798
490.0,302.0,110.0,3.0,3.9610375785231855,4.438582592362092,8.514905160727265,1.0,0.620427521794641
322.0,323.0,103.0,2.0,4.033163546935474,4.051174227702709,8.508615100862956,1.0,0.7533389037122555
283.0,313.0,107.0,2.0,3.8211162262969074,3.4275607527388003,8.805123939972132,1.0,0.8354227609662844
113.0,300.0,107.0,3.0,3.4088544683320907,3.3410847613466514,8.332792732330372,1.0,0.6032297064049972
117.0,297.0,101.0,2.0,3.9765218820555055,3.611845576346039,8.60861959139906,0.0,0.5641839238667108
131.0,338.0,113.0,5.0,4.113302801156187,4.5499630714375,9.800282129772796,0.0,0.9852478361011684
485.0,316.0,105.0,4.0,3.447274237562279,3.083132085559736,7.974805471127646,1.0,0.6915468185765341
300.0,305.0,111.0,4.0,2.875462893981213,3.5605208454404966,8.7598700958833,0.0,0.7143495509357894
456.0,304.0,101.0,3.0,1.5399473129495844,2.55754885172648,7.759869955166265,1.0,0.5945099493446141
358.0,299.0,104.0,1.0,3.61328638525882,3.654265618908257,7.842311200783613,1.0,0.6882537724764742
460.0,329.0,113.0,4.0,4.0,3.5,9.36,1.0,0.89
390.0,320.0,106.0,2.0,3.4171010581520456,3.91511505790288,8.5436170676717,0.0,0.7558871417090685
129.0,325.0,111.0,4.0,3.834001614682781,3.137540589340961,9.10884433527552,1.0,0.844502580801434
448.0,320.0,108.0,4.0,3.301929630677505,5.0,9.058651317146852,0.0,0.8671326872488522
4.0,321.0,111.0,4.0,3.4993661377583827,2.490286020506551,8.832424651880059,1.0,0.7850423918816054
450.0,315.0,99.0,2.0,3.449495816624329,4.567720120509854,9.192434778867137,1.0,0.8029583122187774
145.0,324.0,111.0,1.0,2.8672963839215395,3.5058689806361523,9.008504177390492,1.0,0.7998800917377576
290.0,313.0,109.0,2.0,3.833922973537475,3.453120588454983,8.848230054099652,1.0,0.7862931800323716
415.0,320.0,108.0,4.0,3.6134927563810457,3.84963964159768,8.538947742270132,1.0,0.7432542928355794
377.0,297.0,96.0,1.0,2.343469518319923,2.241140003212021,7.382006835242584,1.0,0.3399293824067657
303.0,320.0,106.0,1.0,3.0269481059148857,3.197372397871723,8.486095260707646,0.0,0.6461682378127435
1.0,336.0,116.0,3.0,4.336176455706709,4.490079913440166,9.737400742227084,0.0,0.9171419658711968
371.0,311.0,103.0,1.0,2.4560287371856853,2.663184974262764,8.300524726272593,0.0,0.7264926568791774
212.0,329.0,109.0,3.0,4.931452692489738,4.039081404150238,9.172252119136992,0.0,0.8393830918180925
366.0,329.0,113.0,4.0,4.681356511541073,3.06822076548111,9.23571731478669,1.0,0.8746730416743449
425.0,324.0,116.0,5.0,3.94739500394278,4.979922486113577,9.566237315591684,0.0,0.91732598922715
338.0,334.0,118.0,5.0,5.0,5.0,9.81454396034836,1.0,0.9134108785613576
1.0,338.0,116.0,3.0,4.586960187356878,4.662449140750488,9.774951256754324,1.0,0.8889964625248977
341.0,311.0,106.0,3.0,2.9488425662061704,2.830644676963451,8.28637725234472,1.0,0.7789162172546856
96.0,302.0,98.0,3.0,1.3998420710493122,2.340646063108572,7.829706326039566,1.0,0.4478741387653995
1.0,339.0,118.0,3.0,4.522244022834073,4.3506050845622575,9.68286189129967,0.0,0.9244320675322768
202.0,314.0,110.0,2.0,3.391645714213079,2.94784138844816,8.435785921964328,1.0,0.7380448483388234
217.0,321.0,110.0,3.0,4.426218003032018,4.287755703678339,9.248368289531909,0.0,0.9110549911475478
382.0,319.0,104.0,4.0,3.177245879278757,3.3807554439457843,8.746328851104096,0.0,0.7755757409531301
364.0,305.0,103.0,3.0,2.75649013471816,2.908842530029056,8.365851847567539,1.0,0.7177458139791844
478.0,309.0,105.0,4.0,3.5,2.0,8.18,0.0,0.65
273.0,293.0,93.0,1.0,1.5471342604189675,1.4823040598632455,7.60935062112916,0.0,0.4573702112916701
394.0,317.0,103.0,3.0,2.825972639649912,3.1256097178281785,8.810907178854485,0.0,0.7905617335620572
93.0,297.0,97.0,3.0,3.8030846036117407,2.9256290660727555,7.986379726143787,1.0,0.3221318812615193
167.0,301.0,101.0,4.0,3.54401763158208,5.0,8.244864405801048,0.0,0.6421175987400879
213.0,338.0,120.0,3.0,4.854773958352965,4.775801828923033,9.714213698439924,1.0,0.9542142299504248
310.0,307.0,109.0,4.0,3.485383344734904,3.0167156431236943,8.579167383653505,0.0,0.7137685843983239
103.0,312.0,105.0,3.0,3.991539837184404,3.4939401102009837,8.17057817320916,0.0,0.5770953479691988
57.0,317.0,102.0,3.0,2.043500777455001,2.960757903354847,7.38091423879086,0.0,0.6498719798090911
446.0,326.0,117.0,4.0,4.465695897362184,5.0,9.063567588817689,1.0,0.8874616236218917
80.0,293.0,93.0,2.0,1.5844608006505203,2.073632578228717,7.367410160701682,1.0,0.4616846455601534
14.0,306.0,108.0,4.0,4.012382626599741,2.964994769517536,7.989188502397944,1.0,0.6171350018195888
128.0,318.0,112.0,4.0,2.429602653588113,2.1534145944112493,8.62819992716918,0.0,0.7762911177189205
316.0,308.0,101.0,1.0,2.351874336134708,3.0265961782646307,8.087964585799458,1.0,0.6676672462799839
456.0,305.0,102.0,3.0,1.4798107569597596,2.4981432172332294,7.56079941611491,1.0,0.5766806335953018
230.0,323.0,108.0,3.0,3.145357306649386,2.827408397461592,8.842610248448675,1.0,0.8125601905485095
191.0,323.0,112.0,4.0,4.434588811922145,4.076881744163612,9.244920560291378,1.0,0.9017126068983888
250.0,321.0,110.0,3.0,3.531260146085712,4.0371243957960665,8.897180105997903,1.0,0.7871160550866598
223.0,322.0,112.0,3.0,4.426613458625353,3.993375336093517,8.697005006927181,0.0,0.7751793136267575
78.0,301.0,99.0,2.0,3.0,2.0,8.22,0.0,0.64
489.0,321.0,111.0,3.0,2.7090176562481827,4.029953916476955,8.661328378248193,0.0,0.7852194060099503
325.0,314.0,103.0,4.0,3.175241323394764,2.705822209740158,8.281496953241907,0.0,0.6588797661252705
163.0,319.0,108.0,4.0,3.0398865467465157,2.9711784309665985,8.555664575462437,1.0,0.6838490062214323
162.0,298.0,99.0,1.0,1.3556288113363562,2.902841738080369,7.37666909720767,1.0,0.5517670865611953
269.0,326.0,110.0,3.0,4.452147632876067,5.0,9.01615907627103,1.0,0.8338211656747236
461.0,319.0,105.0,3.0,4.151333435357464,4.292950470366127,8.674438882102173,1.0,0.7771247444228103
261.0,326.0,106.0,4.0,4.941771207865989,3.560281336455387,9.137955931159311,0.0,0.8742327696505882
57.0,315.0,100.0,3.0,2.054855824310619,2.976891309471123,7.453836958283014,0.0,0.6679174170269052
430.0,340.0,115.0,5.0,5.0,4.5,9.06,1.0,0.95
493.0,297.0,101.0,4.0,2.534342678402577,4.458135041859363,7.772833702580426,1.0,0.5697213770235284
476.0,299.0,100.0,2.0,3.341127712106122,2.351615403485073,7.98162822229155,1.0,0.584309998803693
139.0,326.0,116.0,2.0,4.5,3.0,9.08,1.0,0.8
198.0,309.0,105.0,3.0,3.4918420754390267,2.518219516388964,8.334394807302116,1.0,0.77281178276118
420.0,308.0,101.0,1.0,1.970927957249435,3.4718731677673462,7.967199880761772,1.0,0.5819730057623339
424.0,334.0,120.0,4.0,4.497735082191473,4.9617005473642495,9.682287588729007,1.0,0.9542767522425204
50.0,326.0,110.0,3.0,2.9908474863371297,4.015617751523386,8.324303510793024,1.0,0.7912261202008255
106.0,317.0,112.0,3.0,4.024727903836967,4.490176434768856,8.922157016175055,0.0,0.686979061758923
314.0,300.0,99.0,3.0,3.619085372044598,2.910560157501594,7.982237654298769,1.0,0.6749290796858624
149.0,338.0,115.0,4.0,4.07866125075098,3.5328612987781227,9.842613788809071,0.0,0.9530167145291808
400.0,332.0,116.0,4.0,5.0,3.922030745329765,9.51855839187568,1.0,0.9501694650812376
105.0,327.0,111.0,2.0,3.639121673406682,2.9339416983406594,8.844827728601002,1.0,0.701547625949782
4.0,322.0,110.0,4.0,3.509232276854237,2.6138436267312968,8.604808444105672,0.0,0.7987767548527691
320.0,327.0,113.0,3.0,3.422025863895476,3.0602466968558053,8.793910000651154,0.0,0.7818994161829627
215.0,332.0,117.0,4.0,4.515185688023854,5.0,9.51252330786279,0.0,0.9295805300659334
204.0,334.0,120.0,4.0,3.952692657854083,4.961544948963598,9.926191778423402,1.0,0.9320608395958604
336.0,324.0,111.0,3.0,4.033412460427657,4.526906234503176,9.176254387325592,1.0,0.8863200010280791
482.0,321.0,106.0,3.0,2.892567781553734,2.5030762781147424,8.548941002320646,0.0,0.7837023638677876
216.0,330.0,114.0,5.0,5.0,4.449661153468603,9.325307836057217,1.0,0.9170056220565116
150.0,310.0,107.0,3.0,3.539609965279013,3.0088081373056577,8.317669546682794,1.0,0.772570849686175
99.0,331.0,119.0,5.0,4.863479196642143,4.518481687485256,9.3347974607131,0.0,0.8974216256218189
235.0,330.0,110.0,4.0,5.0,4.190754505462664,9.359672451966803,1.0,0.9243690431269476
37.0,298.0,105.0,3.0,4.01971258708457,3.910943361766556,8.448703657974562,1.0,0.6401930397597603
24.0,334.0,118.0,5.0,4.9139174520778175,4.570460488072645,9.738561294521205,0.0,0.9170203568913124
150.0,311.0,104.0,1.0,3.179601455027718,3.027508276738341,8.274172134263784,1.0,0.7825461086431289
284.0,321.0,110.0,2.0,2.6642171416712364,2.943421685397963,8.785858061558649,0.0,0.8041911417452923
144.0,340.0,120.0,4.0,4.5,4.0,9.92,1.0,0.97
298.0,321.0,120.0,2.0,4.140988994102363,4.514734621015044,9.181865016571088,1.0,0.8874513918639032
352.0,323.0,109.0,5.0,3.455731326461371,4.208950845472032,8.701179306075286,0.0,0.7359953279190089
272.0,302.0,94.0,1.0,1.6321151439250552,2.1305249697113946,7.96549650586218,0.0,0.5662309507622588
326.0,326.0,114.0,3.0,3.5734612926775027,3.9080670200375662,9.174059221874842,0.0,0.8077843040686712
292.0,300.0,102.0,2.0,1.5,2.0,7.87,0.0,0.56
27.0,321.0,108.0,4.0,4.463412065844808,3.51150572508809,8.895334370501605,0.0,0.7967847594052385
8.0,308.0,100.0,2.0,3.13232276293104,4.1435071763852,7.975531820046734,1.0,0.6754312041950877
171.0,311.0,102.0,1.0,2.4976882647081933,3.5223063128477654,7.894464954641261,0.0,0.6797144540311821
166.0,322.0,109.0,4.0,4.373023020530212,3.97359914777074,9.034895350299887,1.0,0.7973759667633277
122.0,336.0,118.0,4.0,4.354587301932377,4.546590496675665,9.5887395707706,0.0,0.9748127442292924
122.0,332.0,119.0,5.0,4.480926195623989,4.495779779921119,9.537309109374483,1.0,0.9600807062698282
295.0,314.0,102.0,1.0,2.5263195707504544,2.161716390879857,8.470984070903691,1.0,0.6090908354441401
155.0,324.0,108.0,2.0,3.0281719727218817,3.5746880645995502,9.012760616020111,0.0,0.8163104955447362
251.0,320.0,105.0,2.0,3.016829888384302,2.716145189508325,8.684467176687763,1.0,0.7515066490186975
102.0,311.0,102.0,2.0,2.504039195838995,2.741187916695797,8.210710525003984,1.0,0.6561815317715752
107.0,330.0,112.0,3.0,4.655555989188044,4.687343640906913,9.175847055607932,1.0,0.8802787449578153
419.0,309.0,111.0,2.0,2.484298108258832,4.018077709289157,8.076552538663309,1.0,0.6011297853223821
488.0,326.0,114.0,4.0,3.5815235530580454,3.982167573802309,9.000643584034103,0.0,0.7975283258455822
126.0,299.0,101.0,4.0,1.9542880341550997,3.0638755406664115,8.78384296098294,0.0,0.6422993255517525
78.0,302.0,99.0,2.0,2.9560873616224272,2.166636033996324,8.16643169625773,1.0,0.6532265181177197
252.0,317.0,100.0,3.0,2.6568584091459417,2.880927638246614,8.956120403916813,0.0,0.661967416317447
252.0,316.0,99.0,2.0,2.4787648929070856,2.933849207906807,9.024886977199444,1.0,0.7345841468750749
499.0,311.0,100.0,3.0,4.063550067765384,4.9003930632143,8.465999007279056,0.0,0.7537854303310427
27.0,322.0,108.0,5.0,4.686801817185228,3.519391929335752,8.601378497136233,0.0,0.7270835451097342
193.0,322.0,111.0,5.0,4.499163213627151,3.9859400698196663,8.959760769633599,1.0,0.8410381366684341
167.0,302.0,101.0,4.0,3.423580666096965,5.0,8.31309217517507,0.0,0.6832030856373089
495.0,301.0,99.0,3.0,2.731245922108821,2.0909327259231363,8.355879747506242,0.0,0.6684042708556891
31.0,299.0,98.0,3.0,3.1156315106914474,2.8354392815528606,8.114523247274901,0.0,0.6812175113306667
168.0,313.0,102.0,3.0,2.0,3.0,8.27,0.0,0.64
302.0,318.0,108.0,1.0,2.3988146737250835,3.0729795442860364,8.787553929271455,1.0,0.6749569143107533
25.0,335.0,118.0,4.0,3.8057651199467633,3.564300887033061,9.90278959223162,1.0,0.9750980958461836
67.0,325.0,114.0,3.0,2.9996414525580626,2.9862865179863496,8.871973772146845,0.0,0.6010803959906829
149.0,339.0,114.0,5.0,3.9042699095717377,3.458509424780027,9.797083692235129,1.0,0.953186421119284
189.0,331.0,113.0,5.0,4.402827555897932,3.597057185606836,9.494986779836776,1.0,0.9444169187472482
387.0,302.0,99.0,1.0,2.626074064500994,3.5037342023893703,7.846221887717117,1.0,0.4746777986946566
369.0,297.0,90.0,2.0,2.058595546797612,2.061198418775751,7.984036691790748,1.0,0.5120367415045287
367.0,320.0,103.0,2.0,3.6134537497449264,4.634384542384828,8.3991054924771,0.0,0.7393725161910085
94.0,302.0,96.0,3.0,2.961394258302444,3.176853329802932,7.801878671106607,1.0,0.4481013146702274
152.0,331.0,115.0,5.0,4.949475401617256,5.0,9.252525885733505,1.0,0.9524003745625804
492.0,296.0,98.0,5.0,2.952014789555337,3.244144477868708,7.848541979264425,0.0,0.5725806459201512
209.0,303.0,104.0,1.0,2.7703648320794416,2.98572182898198,8.10720965601371,1.0,0.6756298058492787
29.0,293.0,92.0,1.0,2.0402695896132883,2.084376054233502,7.297292456247025,1.0,0.4381154785170213
387.0,300.0,100.0,2.0,2.547101525269889,3.550862668841545,8.022779203131448,1.0,0.4420750751071725
10.0,323.0,108.0,4.0,3.3142629174324165,2.8379179151062983,8.59965993497023,0.0,0.4485272696386326
472.0,311.0,102.0,3.0,2.0446277443325456,4.099926875289201,8.185345281371227,1.0,0.5953040612478875
186.0,327.0,113.0,3.0,4.543579526555807,4.318683015868913,9.100228812199004,1.0,0.8880146969069702
12.0,327.0,110.0,5.0,4.0101597010866605,4.498131876194929,9.132772890237284,0.0,0.8543001766945064
314.0,300.0,99.0,3.0,3.5643524119224126,2.8957844925239784,8.161476760320882,0.0,0.6842134901365009
222.0,316.0,110.0,4.0,3.3776054149288,3.9216261728463775,8.602912771730356,1.0,0.7606373177406425
400.0,331.0,115.0,4.0,5.0,3.9797970174347257,9.760240905781057,0.0,0.9411181219680996
237.0,323.0,112.0,3.0,4.103129608726773,4.50379055458227,9.219947950181924,1.0,0.8725327762346815
346.0,313.0,98.0,1.0,1.335128205069943,1.931717424777622,7.334182662419517,1.0,0.5212688510295891
359.0,313.0,104.0,2.0,2.452709884641592,1.890658294151324,7.630497102726077,0.0,0.717309404876694
266.0,312.0,100.0,4.0,2.544336453238438,2.513096414578566,8.61079504598289,0.0,0.7004993903006795
326.0,324.0,115.0,2.0,3.546382570152049,3.957689983649966,9.076643446923429,1.0,0.8163242738413153
44.0,331.0,117.0,3.0,4.382071811831312,4.035798817360404,9.15578392953046,0.0,0.8422689997114735
414.0,316.0,102.0,4.0,3.021431279484432,1.906547050992781,7.959129061582556,1.0,0.4795152830035172
85.0,338.0,115.0,5.0,4.591724238139869,4.442415859179861,9.349191603939946,0.0,0.949462306880887
259.0,327.0,102.0,3.0,5.0,5.0,8.679588897798867,1.0,0.7475562972762316
169.0,291.0,96.0,2.0,2.160815658350872,3.970517958062264,7.799544446640374,0.0,0.6347343386365094
152.0,333.0,116.0,5.0,4.982577882616795,4.984987449718279,9.273590861107705,1.0,0.8949806588980505
137.0,314.0,104.0,3.0,4.921220045573484,3.972916146266719,8.510430355638794,0.0,0.7680561517537632
269.0,327.0,113.0,5.0,4.550405125713752,5.0,9.045344869524426,1.0,0.8220465924997078
2.0,321.0,105.0,3.0,4.128254694058989,4.311281276204248,8.720671376602043,1.0,0.7412343870144417
173.0,322.0,110.0,4.0,4.000744665696183,5.0,9.378443236941925,0.0,0.8312131805193211
30.0,308.0,99.0,1.0,1.4296478094499407,2.049885759404836,7.234294486815612,0.0,0.5157990324041477
420.0,307.0,101.0,3.0,2.154333312322777,3.5663035667831835,8.058125494374334,0.0,0.5804161298998198
26.0,339.0,120.0,5.0,4.711568798608004,4.56921815977129,9.621737323559874,0.0,0.9238987467279982
217.0,322.0,112.0,5.0,4.621004410027195,4.381126838161976,9.315619305460585,1.0,0.8996593438452978
464.0,303.0,106.0,3.0,3.591330672060333,3.071596728641582,7.841344778456751,1.0,0.5804158360196534
200.0,312.0,107.0,3.0,3.9642890371628527,4.480313313024552,8.878808119097226,1.0,0.7251441423916747
211.0,324.0,108.0,4.0,4.340041477334641,3.9761646021856554,9.07862389283002,1.0,0.7630789628328322
147.0,316.0,103.0,2.0,1.9879156102218891,2.4150332824998078,8.64604844361133,0.0,0.7790929027460086
298.0,322.0,119.0,3.0,4.032930181977667,4.4023800284428205,9.303044369840794,1.0,0.8668821290208155
415.0,322.0,108.0,3.0,3.664727282295279,3.968803292329996,8.373223685872302,1.0,0.7016660252156708
474.0,316.0,101.0,3.0,3.972461411804128,3.537637125168111,8.20321613259543,0.0,0.6264890263099065
266.0,313.0,101.0,4.0,2.399466532008196,2.51319235435968,8.53516545716987,1.0,0.7452197592587639
489.0,322.0,110.0,3.0,2.923743300391583,3.901843087158662,8.54733781221369,1.0,0.7328094470512485
185.0,316.0,105.0,1.0,2.661631897358891,4.066262872012102,8.405719083577216,0.0,0.7163010641756437
415.0,319.0,108.0,3.0,3.381272515970384,4.109547562406127,8.401848759091056,1.0,0.701530563689341
50.0,328.0,111.0,5.0,3.231495110240603,3.893883996986676,8.441777394338116,1.0,0.7574207335320426
148.0,325.0,113.0,3.0,2.881226772677701,3.045263577318857,8.932855057304964,0.0,0.862819587823747
383.0,323.0,110.0,3.0,4.371524007623385,4.04078198826994,9.104174521941015,0.0,0.8338178077398801
143.0,332.0,116.0,5.0,4.151729428948373,3.5991705154674145,9.423500051252658,0.0,0.920889764476908
316.0,308.0,105.0,3.0,2.5799392908864025,2.878381169846804,8.06147560794876,1.0,0.6672220178289828
36.0,320.0,110.0,4.0,4.905541848977382,5.0,9.146484743871474,0.0,0.8897913712934321
380.0,311.0,98.0,2.0,2.5164507949316057,2.8743548527992893,8.199949634458651,0.0,0.7124205989074993
389.0,296.0,97.0,2.0,1.5,2.0,7.8,0.0,0.49
391.0,312.0,102.0,2.0,2.019957906956132,2.5851518170185064,8.36788645575469,1.0,0.6602805248502327
64.0,314.0,108.0,1.0,3.8660253379115193,2.8989147425411064,8.382226215023126,0.0,0.5657970883889281
367.0,319.0,104.0,3.0,3.551630837093541,4.527159337835945,8.622367725526038,1.0,0.7166648908841051
322.0,323.0,104.0,2.0,4.100443072497187,4.156603595999425,8.32796893087398,1.0,0.703074538661952
240.0,297.0,99.0,1.0,1.4710345088392531,2.1663715516173494,8.08547744779815,0.0,0.5892067644347443
78.0,301.0,97.0,3.0,2.881039785364921,1.7961069063796828,8.112201900249673,0.0,0.6058631907622098
494.0,300.0,94.0,1.0,2.920449729977257,1.5429437512205155,8.208749771657452,0.0,0.6269089900174338
66.0,325.0,111.0,3.0,3.42690626855834,3.426947186912062,9.077542350394634,0.0,0.525424097685648
66.0,326.0,112.0,5.0,3.5157768432436063,3.517380726838643,8.907398849831004,1.0,0.5365909926452831
122.0,333.0,118.0,5.0,4.401978525544628,4.394980691110796,9.389556453662978,0.0,0.9812136263676282
117.0,299.0,102.0,3.0,4.0,3.5,8.62,0.0,0.56
354.0,299.0,104.0,2.0,3.3424959341688125,2.540770114802977,8.195136129789724,1.0,0.6425288881852839
229.0,318.0,113.0,2.0,3.9569652532330366,3.474753592771984,8.692737050871616,0.0,0.7405140699804902
37.0,299.0,105.0,1.0,3.8652827565300063,3.8795913944973246,8.455417327874967,0.0,0.6074193085911098
388.0,306.0,105.0,1.0,1.8889529592245304,3.5288512524088125,8.024229902080034,0.0,0.5174156497682917
220.0,312.0,104.0,3.0,3.5,3.5,8.42,0.0,0.74
384.0,297.0,99.0,3.0,3.132234346507255,3.378129370324406,8.425537254480341,1.0,0.6219577432996247
340.0,323.0,108.0,4.0,3.526218654110319,4.024573416456713,8.687336315898037,0.0,0.7828031321079049
322.0,322.0,101.0,2.0,3.978393205309561,4.116031066808409,8.349834932395172,1.0,0.731099458359471
134.0,325.0,112.0,4.0,4.154221373397294,4.479329424093766,8.811146136943556,1.0,0.7785923516172156
153.0,320.0,111.0,5.0,5.0,4.993328928432952,9.011579300895102,0.0,0.8534117337502914
3.0,316.0,104.0,3.0,3.0,3.5,8.0,1.0,0.72
117.0,297.0,102.0,3.0,4.040666840496217,3.4495849253856874,8.604282301400092,0.0,0.5887083818249622
186.0,327.0,113.0,3.0,4.4347503302268,4.55698242581922,9.068525305037571,1.0,0.9152523045096528
257.0,309.0,99.0,3.0,4.0,4.0,8.56,0.0,0.76
123.0,310.0,104.0,5.0,1.5941215931547172,2.274871286837848,8.311300704613501,1.0,0.5526844615023401
41.0,307.0,108.0,4.0,3.602299687944956,2.891275352876576,8.071352299602545,0.0,0.4436085849355243
131.0,337.0,114.0,4.0,4.035435013887659,4.613308585626472,9.750949066062065,1.0,0.983140234634394
76.0,330.0,113.0,3.0,1.9798432931293009,4.038966591935193,8.733587529136829,1.0,0.7321286892681136
270.0,309.0,107.0,4.0,4.553700528541242,4.747126817222,8.35087528763975,0.0,0.7383787696209594
155.0,325.0,108.0,3.0,2.9731519618077216,3.510981424237285,9.018450557983044,0.0,0.8326234504612574
159.0,305.0,106.0,3.0,2.0422139497661624,2.5569803672657265,8.116636322592075,0.0,0.5859110972866691
57.0,316.0,103.0,4.0,2.112594716509862,3.1658225032430023,7.270447004263183,0.0,0.6387419572837754
145.0,325.0,111.0,3.0,3.069872097627865,3.605071000072436,8.834859428822302,0.0,0.7733575678833023
195.0,314.0,108.0,2.0,3.489564146821116,3.1223860065781213,8.646757927348842,0.0,0.7899882086468512
7.0,321.0,108.0,3.0,2.94965760431344,3.99259376193128,8.165085148335477,0.0,0.7485829126601761
55.0,323.0,108.0,3.0,3.020751704542681,3.609797966264227,8.215300109889197,0.0,0.7087082654712652
426.0,322.0,111.0,4.0,4.134714855170658,5.0,9.79988416213985,1.0,0.9050820544367306
427.0,312.0,104.0,4.0,2.971537330314053,4.954170811382471,8.651472987980325,0.0,0.7290511399075891
400.0,333.0,116.0,4.0,4.945377420419175,4.041661468608632,9.78593983435314,1.0,0.9355786647309492
225.0,307.0,104.0,1.0,2.8403919194180527,1.9910924461108208,8.29579341158154,0.0,0.6919829715246406
157.0,314.0,103.0,3.0,1.91002739640072,2.4698104631996878,8.377653208338025,0.0,0.7001923032120089
380.0,311.0,98.0,2.0,2.618618703218268,3.1171331843969408,8.300967413964077,1.0,0.7242826794156967
126.0,299.0,99.0,4.0,2.039566719019805,3.146199237016444,8.745992997701682,0.0,0.6264857014680116
366.0,328.0,113.0,5.0,4.521113264594152,3.101567795805396,9.140256731736406,0.0,0.8693451341128147
447.0,327.0,117.0,5.0,4.960776062917465,5.0,9.726792547065388,0.0,0.92586880590953
271.0,305.0,105.0,3.0,2.5972122339488237,3.0677602824451147,8.217093686424128,0.0,0.7285239680227883
12.0,329.0,109.0,5.0,4.119483730588757,4.502405817418063,8.925967233055975,0.0,0.8251492670486577
477.0,303.0,103.0,3.0,2.722656583549022,2.017455457928471,7.975352275718665,1.0,0.6376115182820029
124.0,308.0,108.0,3.0,3.5,3.5,8.22,0.0,0.61
90.0,316.0,108.0,3.0,4.525587369903875,3.571785852303178,8.655715089541816,1.0,0.7256674204398144
66.0,325.0,111.0,3.0,3.573097647619358,3.306944929618652,8.761817036153335,1.0,0.5901318133183904
248.0,310.0,103.0,3.0,2.394463032937629,3.535650784449746,8.563083787768836,0.0,0.736439758576216
234.0,304.0,99.0,1.0,2.1505192872423526,3.5225053663293155,7.95489931403118,0.0,0.6218354051883683
